timestamp,pm25,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed,hour,day,month,day_of_week
2026-06-01 17:25:05,34.77,42.55,1.86,4.06,166.83,279.75,99,35.99,28,1.54,17,1,6,0
